EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,BusinessTravel,DistanceFromHome,PercentSalaryHike,StockOptionLevel,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
1341,22,Male,Married,Master,Technical Degree,Sales,Sales Executive,1,46630,Travel_Rarely,29,13,1,0.0,3.0,1,2,2,1,High,Very High,Better,High,Excellent,No
1342,49,Female,Married,Bachelor,Life Sciences,Research & Development,Sales Executive,1,47240,Travel_Rarely,2,11,1,1.0,16.0,3,15,5,11,High,Low,Good,Medium,Excellent,No
1343,43,Male,Single,College,Life Sciences,Sales,Sales Executive,1,32110,Travel_Frequently,2,13,0,4.0,18.0,2,3,1,2,Medium,High,Better,Very High,Excellent,No
1344,50,Male,Single,Master,Life Sciences,Research & Development,Sales Executive,2,53770,Travel_Frequently,19,14,1,4.0,16.0,3,2,2,1,High,Very High,Better,Very High,Excellent,No
1345,31,Female,Married,Below College,Medical,Research & Development,Sales Executive,2,40660,Travel_Rarely,15,22,0,3.0,4.0,2,2,2,2,Medium,High,Better,Medium,Outstanding,Yes
1346,41,Male,Divorced,College,Other,Research & Development,Manufacturing Director,1,52080,Travel_Rarely,17,11,3,3.0,12.0,2,9,0,7,High,High,Better,Low,Excellent,No
1347,26,Male,Married,Master,Life Sciences,Research & Development,Sales Executive,2,48770,Travel_Rarely,17,13,1,1.0,8.0,5,8,5,7,High,High,Better,Very High,Excellent,No
1348,36,Male,Divorced,Below College,Human Resources,Human Resources,Research Scientist,2,31170,Travel_Rarely,25,21,1,6.0,7.0,2,3,0,1,Medium,Medium,Better,Very High,Outstanding,No
1349,51,Female,Single,Bachelor,Life Sciences,Research & Development,Manager,1,15690,Travel_Frequently,6,11,0,2.0,18.0,2,4,0,3,Low,Very High,Better,Very High,Excellent,Yes
1350,39,Female,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,1,196580,Travel_Rarely,7,13,1,4.0,17.0,3,15,5,9,Very High,High,Best,Very High,Excellent,No
1351,25,Female,Married,Below College,Medical,Sales,Research Scientist,3,30690,Travel_Rarely,29,14,1,2.0,6.0,3,2,2,2,Low,High,Better,Medium,Excellent,No
1352,30,Male,Married,Below College,Medical,Research & Development,Laboratory Technician,2,104350,Travel_Rarely,21,11,0,0.0,12.0,5,11,4,7,High,Very High,Bad,High,Excellent,No
1353,32,Female,Single,Master,Life Sciences,Research & Development,Research Director,2,41480,Travel_Rarely,2,15,0,7.0,10.0,0,5,0,4,Low,Low,Best,Medium,Excellent,Yes
1354,45,Female,Single,Below College,Technical Degree,Research & Development,Healthcare Representative,2,57680,Travel_Rarely,2,23,1,5.0,9.0,4,6,0,3,High,Very High,Good,High,Outstanding,No
1355,38,Female,Single,Master,Life Sciences,Research & Development,Research Director,2,50420,Travel_Rarely,7,16,1,3.0,19.0,4,3,2,2,Very High,High,Better,High,Excellent,No
1356,30,Female,Single,Bachelor,Marketing,Sales,Laboratory Technician,2,57700,Travel_Rarely,13,16,1,1.0,5.0,2,5,0,4,Low,High,Good,Very High,Excellent,No
1357,32,Male,Divorced,Bachelor,Marketing,Sales,Laboratory Technician,3,77560,Travel_Frequently,2,21,0,0.0,9.0,3,8,0,7,Very High,Very High,Best,High,Outstanding,No
1358,30,Female,Divorced,Bachelor,Medical,Research & Development,Sales Executive,3,103060,Travel_Rarely,1,13,0,5.0,8.0,5,3,2,2,Very High,Low,Better,High,Excellent,No
1359,30,Male,Single,Bachelor,Medical,Sales,Research Scientist,2,39360,Travel_Rarely,9,11,1,0.0,6.0,3,5,1,2,Medium,Very High,Better,High,Excellent,No
1360,41,Female,Divorced,College,Medical,Sales,Manufacturing Director,3,79450,Travel_Frequently,10,12,1,4.0,21.0,6,7,7,7,Very High,Low,Good,Medium,Excellent,No
1361,41,Male,Married,Master,Medical,Research & Development,Research Scientist,4,57430,Travel_Rarely,10,12,3,2.0,7.0,2,5,1,4,High,Low,Better,Very High,Excellent,No
1362,19,Female,Single,Bachelor,Other,Research & Development,Manufacturing Director,5,152020,Travel_Rarely,1,18,3,1.0,1.0,2,1,0,0,Medium,Medium,Better,Medium,Excellent,No
1363,40,Male,Divorced,Master,Medical,Research & Development,Manufacturing Director,2,54400,Travel_Frequently,26,12,1,1.0,20.0,2,20,2,13,Medium,Medium,Better,High,Excellent,No
1364,35,Female,Married,Below College,Marketing,Sales,Laboratory Technician,3,37600,Travel_Rarely,8,14,3,1.0,10.0,2,10,0,6,High,Medium,Better,High,Excellent,No
1365,53,Female,Married,College,Life Sciences,Sales,Manufacturing Director,5,35170,Travel_Rarely,14,12,1,2.0,13.0,1,7,4,5,Medium,High,Bad,Medium,Excellent,No
1366,45,Male,Divorced,Master,Technical Degree,Sales,Research Scientist,1,25800,Travel_Rarely,1,17,3,8.0,20.0,3,17,0,15,Medium,Medium,Bad,High,Excellent,No
1367,32,Female,Single,College,Life Sciences,Sales,Manufacturing Director,1,21660,Travel_Frequently,2,19,1,1.0,9.0,4,9,3,7,Medium,Very High,Better,Low,Excellent,No
1368,29,Male,Married,Master,Technical Degree,Research & Development,Healthcare Representative,3,58690,Non-Travel,10,11,1,1.0,10.0,6,10,0,9,Very High,High,Better,Very High,Excellent,No
1369,51,Female,Married,Bachelor,Other,Research & Development,Research Director,3,80080,Travel_Rarely,1,15,1,2.0,10.0,4,1,0,0,Medium,High,Better,High,Excellent,No
1370,58,Female,Married,Bachelor,Marketing,Sales,Research Scientist,1,52060,Travel_Rarely,3,11,3,4.0,9.0,4,1,0,0,Medium,Medium,Good,Low,Excellent,No
1371,40,Male,Married,College,Technical Degree,Research & Development,Laboratory Technician,4,52950,Travel_Rarely,11,18,0,7.0,15.0,4,12,2,11,High,Very High,Good,High,Excellent,No
1372,34,Male,Married,Master,Marketing,Sales,Manufacturing Director,2,164130,Travel_Frequently,24,16,0,6.0,6.0,1,4,1,2,High,High,Better,High,Excellent,No
1373,22,Male,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,132690,Travel_Rarely,3,25,1,1.0,2.0,2,2,2,2,High,Very High,Better,High,Outstanding,No
1374,27,Male,Divorced,Bachelor,Medical,Research & Development,Healthcare Representative,1,27830,Non-Travel,3,16,1,6.0,6.0,2,2,2,2,Very High,Medium,Bad,Very High,Excellent,No
1375,28,Male,Married,Master,Life Sciences,Sales,Healthcare Representative,2,54330,Travel_Rarely,4,13,1,1.0,5.0,4,5,0,2,High,Very High,Bad,Medium,Excellent,No
1376,57,Male,Divorced,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,20130,Travel_Rarely,3,14,1,3.0,12.0,5,5,1,4,High,Very High,Bad,High,Excellent,No
1377,27,Male,Divorced,Bachelor,Life Sciences,Research & Development,Manufacturing Director,1,139660,Non-Travel,2,19,0,1.0,1.0,1,1,0,1,High,High,Good,High,Excellent,No
1378,50,Female,Single,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,43740,Travel_Rarely,4,15,1,3.0,21.0,5,5,4,4,High,Medium,Better,Very High,Excellent,No
1379,41,Male,Divorced,Master,Marketing,Sales,Laboratory Technician,4,68420,Travel_Rarely,7,12,1,4.0,13.0,3,9,1,8,Low,High,Better,High,Excellent,No
1380,30,Female,Married,Master,Human Resources,Human Resources,Manager,1,174260,Travel_Rarely,1,12,1,2.0,12.0,0,10,7,4,Medium,Very High,Better,Medium,Excellent,No
1381,38,Male,Single,Below College,Medical,Sales,Laboratory Technician,2,176030,Travel_Rarely,1,16,0,4.0,12.0,0,8,0,7,Low,Very High,Best,Medium,Excellent,No
1382,32,Female,Single,Bachelor,Medical,Research & Development,Manufacturing Director,1,45810,Travel_Rarely,20,14,1,3.0,8.0,3,5,1,4,High,High,Better,High,Excellent,No
1383,27,Male,Married,Master,Medical,Research & Development,Healthcare Representative,2,47350,Travel_Rarely,5,13,0,0.0,6.0,2,5,1,1,High,Medium,Good,High,Excellent,No
1384,19,Male,Single,College,Life Sciences,Research & Development,Healthcare Representative,2,41870,Travel_Frequently,10,22,1,0.0,1.0,4,0,0,0,High,Low,Best,High,Outstanding,Yes
1385,36,Female,Single,Bachelor,Marketing,Sales,Research Director,2,55050,Travel_Frequently,25,21,2,4.0,13.0,3,8,7,2,Very High,Medium,Good,High,Outstanding,No
1386,30,Female,Divorced,Bachelor,Medical,Sales,Sales Executive,1,54700,Non-Travel,1,18,1,1.0,12.0,2,12,6,10,High,Low,Better,High,Excellent,No
1387,45,Male,Divorced,College,Medical,Research & Development,Sales Executive,2,54760,Travel_Rarely,24,13,1,4.0,9.0,3,5,0,3,High,Low,Best,High,Excellent,No
1388,56,Male,Divorced,Bachelor,Life Sciences,Research & Development,Manager,4,25870,Travel_Rarely,4,12,0,4.0,19.0,2,2,2,2,High,Low,Better,Medium,Excellent,No
1389,33,Male,Single,College,Medical,Research & Development,Sales Executive,1,24400,Travel_Rarely,2,18,3,0.0,4.0,4,3,0,2,High,Very High,Best,High,Excellent,No
1390,19,Male,Single,College,Life Sciences,Research & Development,Sales Executive,2,159720,Travel_Rarely,8,21,0,1.0,1.0,2,1,1,0,Medium,Very High,Good,High,Outstanding,Yes
1391,46,Female,Divorced,Bachelor,Technical Degree,Research & Development,Laboratory Technician,2,153790,Travel_Rarely,10,12,0,1.0,24.0,1,24,15,7,Medium,Low,Better,Low,Excellent,No
1392,38,Male,Single,Master,Life Sciences,Sales,Manufacturing Director,1,70820,Travel_Rarely,4,14,0,1.0,2.0,3,2,2,1,High,Very High,Better,Very High,Excellent,No
1393,31,Male,Married,Doctor,Life Sciences,Sales,Sales Representative,2,27280,Travel_Rarely,2,11,0,8.0,7.0,3,4,0,2,High,Very High,Better,Very High,Excellent,No
1394,34,Female,Single,Bachelor,Marketing,Sales,Manager,2,53680,Travel_Rarely,9,14,1,2.0,9.0,2,3,1,2,Very High,Medium,Better,High,Excellent,No
1395,41,Male,Single,Master,Life Sciences,Research & Development,Laboratory Technician,5,53470,Travel_Rarely,18,24,1,1.0,4.0,1,4,0,2,Medium,Medium,Good,High,Outstanding,Yes
1396,50,Male,Married,Master,Marketing,Sales,Sales Executive,3,31950,Travel_Rarely,19,11,0,2.0,5.0,4,3,0,2,High,High,Good,Medium,Excellent,No
1397,53,Male,Divorced,College,Life Sciences,Sales,Manager,1,39890,Travel_Rarely,1,13,0,1.0,5.0,2,4,1,3,Very High,Low,Better,High,Excellent,No
1398,33,Male,Married,Bachelor,Life Sciences,Research & Development,Human Resources,1,33060,Travel_Rarely,4,11,3,1.0,8.0,6,8,1,6,Very High,Medium,Better,Low,Excellent,No
1399,40,Female,Married,Bachelor,Life Sciences,Research & Development,Sales Executive,2,70050,Travel_Rarely,11,20,2,1.0,21.0,2,20,9,9,Very High,High,Better,High,Outstanding,No
1400,55,Female,Single,Below College,Life Sciences,Research & Development,Laboratory Technician,2,26550,Travel_Rarely,6,17,0,8.0,36.0,0,24,2,15,High,Medium,Better,Medium,Excellent,No
1401,34,Female,Married,Master,Other,Human Resources,Research Scientist,1,13930,Travel_Frequently,7,11,2,1.0,10.0,4,10,1,9,Very High,High,Good,Very High,Excellent,No
1402,51,Male,Single,College,Human Resources,Human Resources,Sales Representative,2,25700,Travel_Rarely,4,18,0,3.0,21.0,2,7,1,0,Very High,Medium,Better,High,Excellent,No
1403,52,Female,Married,Master,Medical,Research & Development,Sales Representative,2,35370,Travel_Rarely,2,11,1,0.0,34.0,3,33,11,9,High,High,Better,High,Excellent,No
1404,27,Male,Single,Bachelor,Marketing,Sales,Research Scientist,1,39860,Travel_Rarely,15,12,2,1.0,7.0,3,7,0,3,Very High,Medium,Good,High,Excellent,No
1405,35,Female,Married,Master,Life Sciences,Research & Development,Research Director,2,108830,Travel_Rarely,2,12,0,3.0,8.0,3,1,0,1,Medium,High,Better,Very High,Excellent,Yes
1406,43,Male,Divorced,College,Medical,Research & Development,Healthcare Representative,1,20280,Non-Travel,6,20,1,4.0,7.0,2,5,2,2,Very High,Very High,Best,Medium,Outstanding,No
1407,45,Female,Married,College,Medical,Research & Development,Sales Executive,1,95250,Non-Travel,9,19,0,9.0,22.0,3,20,11,8,Low,Very High,Better,High,Excellent,No
1409,35,Male,Single,Bachelor,Other,Research & Development,Research Director,2,22750,Travel_Frequently,1,13,0,5.0,10.0,2,6,1,2,Medium,Medium,Better,Very High,Excellent,No
1410,42,Male,Divorced,Below College,Technical Degree,Research & Development,Sales Executive,2,78790,Non-Travel,1,11,1,2.0,11.0,2,5,0,2,High,High,Better,High,Excellent,No
1411,38,Male,Married,College,Marketing,Sales,Research Scientist,5,49300,Travel_Rarely,8,14,0,9.0,14.0,0,1,0,0,Very High,High,Better,High,Excellent,No
1412,38,Female,Married,Below College,Human Resources,Human Resources,Manufacturing Director,1,78470,Travel_Rarely,25,14,1,3.0,9.0,3,7,1,7,Very High,Very High,Bad,Very High,Excellent,No
1413,27,Male,Married,Master,Medical,Research & Development,Manager,1,44010,Travel_Frequently,13,13,0,5.0,6.0,4,2,2,0,High,Low,Better,Medium,Excellent,No
1414,49,Female,Divorced,Below College,Other,Research & Development,Sales Executive,2,92410,Non-Travel,23,19,1,1.0,7.0,5,7,1,7,Very High,Very High,Better,High,Excellent,No
1415,34,Male,Divorced,College,Medical,Research & Development,Sales Representative,4,29740,Travel_Frequently,7,23,0,1.0,5.0,2,5,2,0,Very High,High,Best,High,Outstanding,No
1416,40,Female,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,45020,Travel_Rarely,23,12,2,8.0,15.0,0,7,3,7,High,Very High,Best,Medium,Excellent,No
1417,38,Female,Married,Master,Life Sciences,Sales,Research Scientist,3,107480,Travel_Rarely,6,15,0,7.0,17.0,3,1,0,0,Medium,Low,Better,High,Excellent,Yes
1418,29,Female,Married,College,Life Sciences,Sales,Research Scientist,2,15550,Travel_Rarely,10,19,2,1.0,10.0,2,10,1,9,Medium,Very High,Good,High,Excellent,Yes
1419,22,Female,Divorced,Bachelor,Life Sciences,Research & Development,Healthcare Representative,4,129360,Travel_Rarely,1,11,2,1.0,4.0,3,4,2,2,Very High,Medium,Good,High,Excellent,No
1420,36,Female,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,2,23050,Travel_Frequently,1,17,0,1.0,8.0,3,8,1,7,Medium,Very High,Better,High,Excellent,No
1421,40,Male,Married,College,Life Sciences,Research & Development,Manufacturing Director,1,167040,Non-Travel,28,22,0,9.0,5.0,2,3,0,2,Very High,Very High,Bad,Very High,Outstanding,No
1422,46,Male,Divorced,Below College,Medical,Research & Development,Research Scientist,5,34330,Travel_Rarely,25,18,0,7.0,17.0,3,4,0,3,Very High,Low,Better,High,Excellent,No
1423,32,Male,Married,Bachelor,Medical,Research & Development,Healthcare Representative,1,34770,Travel_Rarely,5,11,0,1.0,14.0,2,14,9,8,Very High,Very High,Good,Very High,Excellent,Yes
1424,30,Male,Single,Master,Life Sciences,Research & Development,Healthcare Representative,2,64300,Non-Travel,17,12,1,1.0,12.0,2,11,5,8,High,High,Better,Medium,Excellent,No
1425,27,Female,Single,College,Medical,Research & Development,Laboratory Technician,1,65160,Travel_Frequently,18,19,1,1.0,7.0,4,7,0,7,Very High,High,Better,High,Excellent,No
1426,51,Female,Married,Below College,Medical,Research & Development,Manufacturing Director,1,39070,Travel_Rarely,2,13,0,5.0,16.0,2,10,4,7,Medium,Medium,Bad,High,Excellent,No
1427,30,Female,Single,Master,Life Sciences,Research & Development,Research Scientist,2,55620,Travel_Rarely,10,13,0,5.0,8.0,3,5,0,4,Very High,Low,Better,Medium,Excellent,Yes
1428,41,Male,Single,Bachelor,Life Sciences,Research & Development,Human Resources,2,68830,Travel_Rarely,1,19,2,3.0,16.0,3,1,0,0,Very High,Very High,Better,Medium,Excellent,No
1429,30,Male,Single,College,Medical,Sales,Healthcare Representative,2,28620,Travel_Frequently,3,14,0,5.0,9.0,2,6,0,1,High,Low,Good,Medium,Excellent,Yes
1430,29,Male,Single,Bachelor,Life Sciences,Research & Development,Sales Executive,1,49780,Travel_Rarely,2,13,0,0.0,7.0,3,6,1,5,High,High,Good,Medium,Excellent,Yes
1431,45,Female,Single,Bachelor,Medical,Research & Development,Research Scientist,2,103680,Non-Travel,2,12,2,6.0,23.0,2,19,12,8,Very High,Very High,Better,High,Excellent,No
1432,54,Female,Married,College,Marketing,Sales,Laboratory Technician,2,61340,Travel_Rarely,8,19,0,2.0,16.0,2,6,0,5,Very High,Low,Better,Medium,Excellent,No
1433,36,Male,Single,Master,Life Sciences,Research & Development,Healthcare Representative,1,67350,Travel_Rarely,16,25,2,8.0,16.0,3,13,3,7,Very High,Medium,Best,Medium,Outstanding,No
1434,33,Female,Married,Below College,Other,Sales,Sales Executive,3,32950,Travel_Rarely,9,22,2,6.0,7.0,2,3,1,1,High,Medium,Better,High,Outstanding,No
1435,37,Male,Divorced,Master,Life Sciences,Sales,Laboratory Technician,2,52380,Travel_Frequently,2,15,1,1.0,10.0,5,10,0,7,Medium,Very High,Better,High,Excellent,No
1436,38,Male,Divorced,College,Medical,Research & Development,Laboratory Technician,4,64720,Travel_Rarely,1,12,0,0.0,17.0,4,16,5,13,Low,High,Good,High,Excellent,No
1437,31,Female,Married,Below College,Medical,Sales,Research Scientist,3,96100,Non-Travel,4,11,1,0.0,6.0,2,5,1,4,High,High,Better,Medium,Excellent,No
1438,59,Female,Married,Bachelor,Life Sciences,Research & Development,Manager,3,198330,Travel_Rarely,5,13,0,3.0,7.0,2,1,0,0,High,Very High,Better,High,Excellent,No
1439,37,Female,Divorced,Bachelor,Marketing,Sales,Laboratory Technician,2,97560,Travel_Frequently,2,19,0,4.0,13.0,2,9,5,8,Low,Very High,Better,High,Excellent,No
1440,29,Female,Married,Master,Medical,Sales,Sales Executive,1,49680,Travel_Frequently,15,19,3,1.0,11.0,4,11,4,1,Medium,Very High,Better,High,Excellent,No
1441,35,Female,Single,Bachelor,Life Sciences,Research & Development,Sales Executive,1,21450,Travel_Frequently,19,13,0,1.0,10.0,6,10,0,8,High,High,Best,Medium,Excellent,No
1442,29,Female,Single,Below College,Life Sciences,Research & Development,Research Scientist,1,21800,Travel_Rarely,7,21,0,1.0,4.0,2,4,0,1,High,Very High,Good,High,Outstanding,Yes
1443,52,Female,Single,College,Medical,Research & Development,Manager,4,83460,Travel_Rarely,1,14,0,7.0,6.0,5,2,2,2,High,Very High,Good,High,Excellent,No
1444,42,Female,Married,Master,Life Sciences,Research & Development,Sales Executive,2,34450,Travel_Rarely,7,11,2,1.0,22.0,2,22,11,15,High,Very High,Better,High,Excellent,No
1445,59,Male,Married,Master,Technical Degree,Research & Development,Healthcare Representative,1,27600,Travel_Rarely,4,11,0,8.0,7.0,3,2,2,2,Medium,High,Good,Very High,Excellent,No
1446,50,Male,Divorced,College,Life Sciences,Research & Development,Sales Executive,2,62940,Travel_Rarely,11,23,1,3.0,32.0,2,7,0,6,Very High,Very High,Good,Very High,Outstanding,No
1447,33,Male,Married,Master,Marketing,Sales,Research Scientist,1,71400,Travel_Rarely,11,21,0,5.0,8.0,2,5,0,4,High,Very High,Bad,Medium,Outstanding,Yes
1448,43,Female,Married,Bachelor,Marketing,Sales,Manufacturing Director,2,29320,Travel_Rarely,1,24,0,5.0,22.0,3,17,1,9,Very High,Very High,Better,High,Outstanding,No
1449,33,Male,Married,Bachelor,Life Sciences,Sales,Manager,2,51470,Travel_Rarely,1,11,0,7.0,13.0,2,9,1,7,Low,Low,Best,High,Excellent,Yes
1450,52,Male,Single,Bachelor,Technical Degree,Research & Development,Sales Executive,1,45070,Non-Travel,2,14,0,1.0,33.0,3,33,15,12,Low,High,Best,Medium,Excellent,No
1451,32,Female,Married,Master,Life Sciences,Human Resources,Manufacturing Director,3,85640,Travel_Rarely,13,16,1,2.0,6.0,2,4,1,2,High,Medium,Better,Medium,Excellent,No
1452,32,Male,Single,Below College,Life Sciences,Sales,Healthcare Representative,3,24680,Travel_Rarely,23,11,0,0.0,4.0,2,3,1,2,Very High,High,Bad,High,Excellent,Yes
1453,39,Male,Divorced,Master,Life Sciences,Sales,Research Director,2,81610,Travel_Rarely,26,12,1,7.0,7.0,2,3,1,2,High,High,Better,Very High,Excellent,No
1454,32,Male,Married,Master,Marketing,Sales,Research Scientist,4,21090,Non-Travel,2,13,1,0.0,4.0,3,3,2,2,High,Very High,Better,Medium,Excellent,No
1455,41,Female,Divorced,Bachelor,Life Sciences,Sales,Laboratory Technician,2,52940,Travel_Rarely,29,15,0,2.0,17.0,3,1,0,0,High,Low,Good,Medium,Excellent,No
1456,40,Male,Divorced,Bachelor,Life Sciences,Research & Development,Manufacturing Director,1,27180,Travel_Rarely,2,14,1,1.0,9.0,4,9,4,7,Low,Very High,Better,Medium,Excellent,No
1457,45,Female,Married,Below College,Life Sciences,Research & Development,Sales Representative,2,58110,Travel_Rarely,18,14,0,0.0,25.0,4,24,1,7,High,Very High,Better,Medium,Excellent,No
1458,31,Male,Divorced,Master,Medical,Research & Development,Research Scientist,1,24370,Travel_Frequently,7,14,1,9.0,9.0,3,2,2,2,Medium,High,Better,Very High,Excellent,No
1459,33,Female,Married,Master,Life Sciences,Research & Development,Sales Executive,1,27660,Travel_Rarely,2,12,1,1.0,2.0,2,2,0,2,High,Very High,Good,High,Excellent,No
1460,34,Female,Married,Bachelor,Other,Research & Development,Sales Executive,1,190380,Travel_Rarely,26,13,0,6.0,13.0,3,11,5,9,Very High,Low,Better,Medium,Excellent,No
1461,37,Female,Married,Doctor,Medical,Research & Development,Manufacturing Director,2,30550,Travel_Rarely,22,14,3,2.0,17.0,3,3,0,2,High,Low,Good,High,Excellent,No
1462,45,Male,Married,Below College,Marketing,Sales,Research Scientist,3,22890,Travel_Frequently,21,13,0,4.0,9.0,3,3,0,2,Low,High,Better,Medium,Excellent,No
1463,37,Male,Divorced,Bachelor,Marketing,Sales,Laboratory Technician,1,40010,Travel_Frequently,2,11,1,6.0,17.0,2,1,0,0,Low,High,Better,High,Excellent,Yes
1464,39,Female,Single,Bachelor,Medical,Research & Development,Manufacturing Director,1,129650,Travel_Frequently,22,19,1,0.0,20.0,2,19,11,8,High,High,Better,High,Excellent,No
1465,29,Female,Single,Bachelor,Other,Sales,Human Resources,2,35390,Travel_Rarely,4,18,0,1.0,6.0,2,6,1,5,High,Very High,Better,Medium,Excellent,No
1466,42,Female,Single,Master,Medical,Research & Development,Research Scientist,1,60290,Travel_Rarely,5,17,1,3.0,10.0,5,3,0,2,Very High,Low,Better,High,Excellent,No
1467,29,Male,Divorced,Master,Medical,Research & Development,Laboratory Technician,1,26790,Travel_Rarely,2,15,0,2.0,10.0,2,3,0,2,Very High,Very High,Better,Medium,Excellent,No
1468,25,Male,Married,College,Life Sciences,Research & Development,Sales Executive,2,37020,Travel_Rarely,25,20,0,0.0,5.0,4,4,1,2,Low,High,Better,High,Outstanding,No
1470,40,Male,Divorced,Bachelor,Medical,Research & Development,Laboratory Technician,2,54680,Travel_Rarely,28,12,0,0.0,22.0,6,21,3,9,Low,High,Better,Very High,Excellent,No
1472,31,Female,Single,Below College,Life Sciences,Research & Development,Research Scientist,1,41890,Travel_Frequently,10,23,1,0.0,6.0,3,5,1,4,High,Medium,Best,Medium,Outstanding,Yes
1473,32,Male,Married,Master,Other,Research & Development,Sales Executive,4,193280,Travel_Frequently,17,15,3,1.0,5.0,2,5,0,3,Medium,Medium,Bad,High,Excellent,No
1474,38,Male,Married,Doctor,Life Sciences,Research & Development,Human Resources,3,83210,Non-Travel,2,11,3,3.0,13.0,5,8,7,5,Very High,Very High,Better,Medium,Excellent,No
1475,32,Male,Single,Below College,Medical,Research & Development,Sales Executive,1,23420,Travel_Rarely,10,12,2,4.0,9.0,2,6,0,4,Very High,Low,Better,High,Excellent,No
1476,46,Female,Married,Bachelor,Life Sciences,Research & Development,Research Director,4,40710,Travel_Rarely,8,13,0,3.0,28.0,5,7,7,7,High,Medium,Good,High,Excellent,No
1478,29,Male,Married,Bachelor,Life Sciences,Research & Development,Sales Executive,2,31430,Travel_Rarely,18,22,3,2.0,10.0,2,0,0,0,Low,Medium,Better,High,Outstanding,No
1479,31,Male,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,3,20440,Travel_Rarely,1,21,0,0.0,10.0,2,9,7,8,Medium,Very High,Better,High,Outstanding,No
1480,25,Female,Divorced,Master,Medical,Research & Development,Laboratory Technician,4,134640,Non-Travel,7,13,1,1.0,6.0,2,6,1,5,Medium,Low,Better,High,Excellent,No
1481,45,Male,Married,College,Medical,Research & Development,Laboratory Technician,2,79910,Travel_Rarely,17,13,2,0.0,21.0,2,20,4,10,High,Very High,Better,Medium,Excellent,No
1482,36,Male,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,1,33770,Travel_Rarely,28,12,2,0.0,16.0,2,15,10,11,Very High,Very High,Better,High,Excellent,No
1483,55,Female,Single,Master,Life Sciences,Research & Development,Sales Executive,1,55380,Travel_Rarely,14,17,0,0.0,37.0,2,36,4,13,Very High,Low,Better,High,Excellent,No
1484,47,Male,Married,Below College,Medical,Research & Development,Research Scientist,1,57620,Non-Travel,1,11,2,1.0,10.0,4,10,9,9,Low,Medium,Good,Medium,Excellent,Yes
1485,28,Male,Married,Bachelor,Life Sciences,Research & Development,Manufacturing Director,1,25920,Travel_Rarely,1,14,0,1.0,5.0,2,5,0,4,Very High,Very High,Good,High,Excellent,No
1486,37,Male,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,53460,Travel_Rarely,1,11,0,4.0,7.0,2,5,0,1,High,Very High,Best,High,Excellent,No
1487,21,Male,Single,College,Life Sciences,Research & Development,Laboratory Technician,1,42130,Travel_Rarely,3,12,3,1.0,3.0,3,3,1,0,Very High,High,Best,Medium,Excellent,No
1488,37,Male,Divorced,Bachelor,Medical,Research & Development,Sales Executive,2,41270,Non-Travel,1,13,1,2.0,15.0,2,5,0,2,Low,Very High,Better,High,Excellent,No
1489,35,Male,Divorced,Master,Life Sciences,Sales,Sales Representative,1,24380,Travel_Rarely,7,16,0,7.0,10.0,5,7,6,2,Medium,Medium,Good,Medium,Excellent,No
1490,38,Female,Divorced,Bachelor,Life Sciences,Research & Development,Manager,1,68700,Travel_Rarely,8,11,1,1.0,8.0,5,8,7,7,Low,Low,Better,High,Excellent,No
1491,26,Male,Divorced,Master,Other,Research & Development,Laboratory Technician,2,104470,Travel_Frequently,1,18,0,1.0,6.0,3,6,1,4,High,Medium,Bad,High,Excellent,No
1492,50,Male,Divorced,Master,Life Sciences,Sales,Research Scientist,1,96670,Travel_Rarely,8,23,0,3.0,28.0,2,10,1,6,Low,Medium,Good,Medium,Outstanding,No
1493,53,Female,Married,Master,Life Sciences,Research & Development,Research Scientist,2,21480,Travel_Rarely,11,11,0,3.0,21.0,2,5,1,3,High,High,Good,High,Excellent,No
1494,42,Male,Married,Master,Life Sciences,Research & Development,Manufacturing Director,1,89260,Travel_Rarely,4,14,0,1.0,20.0,4,20,11,6,Medium,High,Better,Low,Excellent,No
1495,29,Male,Single,Master,Medical,Research & Development,Laboratory Technician,1,65130,Travel_Frequently,16,11,1,1.0,10.0,2,10,0,9,Medium,Very High,Good,High,Excellent,No
1496,55,Female,Married,Master,Other,Research & Development,Research Scientist,1,67990,Travel_Rarely,1,11,0,3.0,12.0,2,10,0,8,Medium,Very High,Better,High,Excellent,No
1497,26,Female,Married,Bachelor,Life Sciences,Research & Development,Manager,1,162910,Travel_Frequently,9,22,0,1.0,5.0,3,5,3,3,Low,Low,Better,High,Outstanding,No
