EmployeeID,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,BusinessTravel,DistanceFromHome,StockOptionLevel,NumCompaniesWorked,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,Attrition
1005,0,1,3,1,1,2,3,76550,2,1,1,9.0,0,2,2,1,0,1
1006,1,2,2,1,2,0,1,174650,1,1,1,8.0,0,1,1,2,0,0
1007,1,1,1,0,1,2,1,73510,1,3,1,8.0,0,2,0,1,1,0
1008,0,2,2,1,1,1,1,108200,0,14,0,5.0,1,3,1,2,0,0
1009,0,2,2,2,1,7,1,121690,1,5,0,1.0,0,2,0,1,0,0
1010,1,2,3,2,1,1,1,196260,0,7,0,1.0,0,3,2,1,1,0
1011,0,1,3,2,1,0,2,20700,0,10,2,4.0,0,0,2,2,0,0
1012,1,0,1,3,0,5,1,67820,1,16,1,0.0,1,1,3,1,0,0
1013,1,0,1,0,0,2,5,77790,1,10,1,5.0,2,3,3,1,0,0
1014,0,0,1,3,0,0,5,27910,1,1,0,1.0,1,1,1,1,0,1
1015,1,1,1,0,1,2,2,32010,1,8,1,1.0,0,3,2,1,0,0
1016,0,1,2,1,1,1,4,49680,1,1,0,1.0,0,2,0,1,0,1
1017,0,1,4,0,1,2,5,131200,1,8,2,1.0,5,0,3,1,0,0
1018,1,1,3,0,1,8,1,40330,1,1,0,2.0,2,0,2,1,0,0
1019,0,1,0,0,1,2,2,32910,1,24,3,1.0,0,1,1,1,0,0
1020,1,2,3,3,0,7,1,42720,1,3,0,7.0,2,2,3,1,0,0
1021,1,1,2,4,1,1,4,50560,1,27,0,7.0,5,3,0,1,0,0
1022,0,2,3,0,0,1,1,28440,2,10,0,1.0,2,2,1,2,0,1
1023,0,2,1,4,1,2,2,27030,1,19,0,2.0,4,2,1,2,0,0
1024,0,0,3,0,1,1,2,19040,1,15,1,1.0,7,2,3,1,1,1
1025,0,1,4,2,1,5,2,82240,1,8,0,6.0,7,3,0,1,0,0
1026,1,1,2,2,0,2,2,47660,1,9,0,1.0,0,2,3,3,0,0
1027,1,0,3,3,0,5,2,26100,1,3,0,7.0,2,2,2,1,0,0
1028,0,0,1,0,1,6,2,57310,0,9,0,8.0,2,1,1,1,0,0
1029,0,1,1,2,1,4,1,25390,1,2,1,4.0,0,2,0,2,0,0
1030,1,1,3,1,1,5,2,57140,1,7,0,5.0,0,1,0,2,0,0
1031,1,2,0,0,0,4,2,43230,0,10,3,2.0,1,1,3,1,0,0
1032,0,2,3,3,0,2,3,73360,0,6,0,5.0,3,0,1,1,0,0
1033,0,1,0,0,1,6,1,134990,2,2,2,4.0,0,3,0,2,1,1
1034,0,0,2,0,1,5,1,137580,1,24,1,1.0,0,3,0,0,0,1
1035,0,2,0,2,1,0,2,51550,2,2,1,2.0,2,2,3,1,0,0
1036,1,0,4,2,2,2,3,22580,0,8,0,4.0,1,0,2,2,0,0
1037,0,0,2,0,1,1,3,35970,1,3,1,3.0,1,1,1,0,0,0
1038,0,2,0,4,1,5,3,25150,1,1,0,0.0,13,2,2,3,0,0
1039,1,0,2,3,0,8,2,44200,1,26,0,9.0,0,0,2,1,0,0
1040,1,1,0,4,2,2,3,65780,1,2,2,0.0,1,3,1,1,0,1
1041,0,1,2,2,1,2,1,44220,1,10,1,4.0,3,3,1,3,0,1
1042,1,2,1,2,0,2,3,102740,1,27,0,4.0,0,2,3,1,0,0
1043,0,1,2,0,1,5,2,53430,1,2,0,1.0,4,1,2,1,0,0
1044,0,2,3,2,1,5,1,23760,0,2,1,4.0,14,1,1,2,0,0
1045,1,1,0,4,1,6,3,53460,1,8,0,0.0,0,1,2,3,0,0
1046,1,2,4,2,1,1,2,28270,1,19,1,8.0,14,2,1,1,0,0
1047,0,2,3,0,1,8,2,199430,1,1,1,2.0,7,1,0,1,0,0
1048,0,1,3,2,0,1,1,31310,1,27,0,4.0,1,3,3,2,0,0
1049,1,1,3,1,0,6,3,25520,2,8,0,2.0,2,0,0,1,0,0
1050,0,1,1,0,0,8,3,44770,1,1,0,1.0,1,2,0,1,0,0
1051,1,1,2,2,1,6,2,64740,1,19,2,2.0,0,1,3,2,0,0
1052,1,0,2,3,0,0,1,30330,1,8,0,1.0,1,2,3,1,0,0
1053,1,1,3,4,1,7,1,29360,2,10,1,2.0,2,0,2,1,0,0
1054,0,0,2,0,1,7,3,186060,0,2,2,1.0,0,1,2,0,1,0
1055,0,1,2,0,1,5,3,21680,1,2,1,0.0,0,3,0,1,0,1
1056,0,2,1,2,1,8,1,28530,1,8,1,4.0,2,0,0,1,0,1
1057,0,1,3,4,0,1,1,170480,0,1,0,4.0,5,2,2,3,0,0
1058,1,1,2,4,0,5,5,22900,1,2,0,4.0,0,3,1,1,0,0
1059,0,1,2,2,0,4,1,36000,2,8,0,1.0,7,0,3,1,1,0
1060,0,0,3,0,0,1,5,21070,2,8,0,0.0,0,3,3,2,0,0
1061,0,1,1,2,1,3,1,41150,2,6,0,1.0,3,3,3,3,0,0
1062,0,0,3,0,0,2,4,43270,2,9,0,8.0,0,3,3,3,0,0
1063,0,1,2,2,1,8,1,178560,0,11,0,3.0,3,2,2,2,0,0
1064,1,0,1,0,0,8,5,31960,1,2,1,4.0,2,1,2,1,0,0
1065,1,2,2,0,2,5,1,190810,1,1,0,3.0,4,3,3,2,1,0
1066,0,2,2,0,1,2,1,89660,0,7,1,1.0,2,2,3,1,0,0
1067,1,2,2,2,1,6,1,22100,1,16,1,8.0,1,3,2,1,0,0
1068,1,0,3,2,0,4,2,45390,1,2,1,4.0,0,3,2,1,0,0
1069,0,0,0,2,1,5,2,27410,1,1,0,7.0,2,2,1,2,0,1
1070,0,2,0,0,1,5,2,34910,1,23,0,2.0,2,0,0,1,0,0
1071,1,1,2,0,0,1,5,45410,1,2,2,1.0,5,1,2,1,0,0
1072,0,1,1,2,1,2,3,26780,1,1,1,1.0,0,3,1,1,1,0
1073,0,1,2,0,1,6,1,73790,1,1,2,7.0,6,0,2,1,0,0
1074,1,1,2,0,1,8,2,62720,1,2,0,4.0,12,3,1,1,0,0
1075,1,0,1,0,1,5,1,52200,2,13,0,1.0,1,3,3,2,0,1
1076,1,1,3,2,1,7,2,27430,1,4,1,5.0,0,2,1,1,1,1
1077,0,1,3,2,1,0,3,49980,2,16,2,0.0,7,3,0,2,1,0
1079,1,1,2,0,1,3,1,27810,1,2,1,8.0,0,1,3,3,0,0
1080,0,1,1,0,1,5,2,68520,1,29,1,1.0,0,1,1,1,0,0
1081,1,0,3,0,0,2,2,49500,1,12,2,1.0,0,1,3,2,0,1
1082,1,0,1,0,1,5,2,35790,1,16,3,1.0,0,3,1,1,0,1
1083,0,1,2,0,1,2,1,131910,1,11,1,1.0,1,1,2,1,0,0
1084,1,2,3,0,1,8,5,103770,1,2,0,1.0,0,1,2,1,0,0
1085,1,1,1,4,0,2,1,22350,1,14,1,2.0,1,2,3,1,0,0
1086,1,0,4,0,1,2,1,105020,1,5,0,3.0,1,3,0,1,0,0
1087,0,1,1,2,1,6,1,20110,1,7,0,5.0,0,3,0,1,0,0
1088,0,1,0,4,0,5,2,18590,1,2,1,0.0,0,3,1,1,1,0
1089,1,1,2,2,1,2,2,37600,1,3,1,0.0,3,1,3,2,0,0
1090,1,0,2,2,1,6,4,177790,2,5,1,1.0,0,1,3,2,0,0
1091,0,2,2,1,1,2,1,68330,1,3,0,2.0,11,0,0,1,0,0
1092,0,1,1,0,1,3,2,68120,1,26,0,1.0,1,1,2,2,0,0
1094,0,2,2,0,1,4,2,197400,2,2,0,3.0,4,3,3,1,0,0
1095,0,1,1,2,0,8,4,187110,1,1,1,2.0,2,1,0,1,0,0
1096,1,1,1,0,1,7,1,36920,0,27,1,1.0,3,3,0,1,0,1
1097,1,0,1,2,2,2,5,25590,1,1,0,1.0,1,0,3,1,1,1
1098,1,1,2,4,1,0,3,25170,1,13,0,2.0,1,2,1,0,0,0
1099,1,1,2,0,1,2,1,66230,1,5,0,5.0,1,2,1,1,0,0
1100,1,1,2,4,1,2,2,182650,1,7,1,9.0,5,2,0,3,0,0
1101,1,2,3,0,0,2,1,161240,1,9,1,2.0,1,2,3,1,1,0
1102,1,1,0,0,1,5,3,25850,1,8,0,3.0,0,3,3,2,0,0
1103,1,2,1,0,0,6,3,182130,1,25,2,8.0,2,0,2,2,1,0
1105,1,0,3,0,1,8,2,29940,2,8,1,4.0,0,1,2,1,0,0
1106,1,0,2,0,0,2,5,12230,1,1,1,1.0,0,1,2,2,0,0
1107,0,1,2,0,0,1,4,11180,2,8,0,1.0,0,2,3,1,0,0
1108,0,0,3,5,2,2,2,28750,2,2,0,1.0,0,2,0,1,0,1
1109,1,1,4,2,1,7,2,188240,0,8,1,6.0,1,0,2,1,0,0
1110,0,1,1,4,0,0,2,135770,1,3,1,1.0,1,1,1,2,0,0
1111,1,1,3,0,1,6,2,26250,2,9,3,1.0,6,2,3,1,0,0
1112,0,0,2,4,1,4,1,187890,1,25,1,3.0,2,3,2,1,0,1
1113,0,1,3,2,1,1,1,45380,0,1,0,8.0,1,2,1,3,0,0
1114,1,1,2,4,1,2,2,198470,1,4,0,4.0,0,3,0,1,0,0
1115,1,1,2,1,1,5,1,105120,1,1,1,1.0,7,0,0,1,0,0
1116,1,2,1,2,1,8,1,44440,2,4,0,1.0,0,3,1,1,0,0
1117,0,1,2,3,0,7,5,21540,1,5,1,4.0,0,3,3,2,1,0
1118,0,0,2,0,1,5,2,191900,2,9,1,3.0,0,0,2,1,0,1
1119,1,2,3,0,1,7,1,44900,1,3,1,2.0,0,1,3,3,1,0
1120,0,1,3,0,0,1,2,35060,2,11,1,3.0,4,1,3,1,0,0
1121,1,2,2,0,0,2,1,23720,1,1,1,3.0,0,1,3,1,0,0
1122,0,1,0,0,0,5,4,102310,2,8,1,1.0,0,0,1,1,0,1
1123,0,1,0,2,1,2,1,54100,1,25,0,0.0,0,1,0,0,0,0
1124,0,0,0,2,1,1,3,79780,0,21,2,1.0,1,2,2,2,0,0
1125,0,2,0,2,0,2,1,38670,0,23,1,1.0,2,2,0,3,0,0
1126,0,1,2,0,1,1,2,28380,0,1,2,1.0,0,0,1,1,0,0
1127,0,0,2,3,0,0,4,46950,1,2,1,1.0,2,0,3,2,0,0
1128,1,2,2,4,1,4,1,33390,1,19,0,1.0,1,3,2,2,0,0
1129,0,0,1,0,1,1,2,20800,1,2,0,0.0,7,2,0,2,0,0
1130,0,1,3,1,1,5,2,20960,1,2,0,0.0,0,0,0,2,1,0
1131,0,2,0,0,1,8,3,62090,0,3,1,5.0,1,2,3,1,0,0
1132,1,1,4,4,1,3,2,180610,2,25,1,1.0,8,3,0,1,0,0
1133,1,2,4,0,0,7,2,171230,1,7,1,5.0,0,2,3,2,0,1
1134,0,0,1,4,1,7,3,23720,1,9,0,4.0,0,0,0,2,0,0
1135,0,1,2,0,1,7,2,48830,1,5,1,1.0,0,2,3,1,0,0
1136,1,0,2,0,0,8,1,39040,1,2,0,1.0,0,3,3,1,0,0
1137,1,0,0,2,1,1,2,46270,1,8,1,8.0,0,3,3,1,0,0
1138,0,1,0,1,1,2,3,70940,2,2,1,1.0,0,0,3,1,0,1
1139,0,0,2,2,1,1,1,34230,1,18,1,6.0,2,0,0,2,0,1
1140,0,1,2,1,1,1,3,66740,1,14,1,3.0,2,0,2,2,0,0
1141,1,2,3,2,1,2,4,168800,2,2,3,1.0,2,3,2,1,0,0
1142,0,1,2,2,1,1,1,90940,1,3,1,1.0,0,0,2,1,0,0
1143,1,1,4,2,1,2,4,84460,2,2,0,0.0,1,3,1,1,0,0
1144,0,1,2,3,0,5,2,119160,1,9,1,4.0,1,2,1,1,0,0
1145,0,2,2,1,0,6,1,45340,1,6,0,1.0,0,3,3,1,0,0
1146,0,0,2,0,1,2,2,98520,1,4,1,0.0,11,1,0,1,0,0
1147,1,0,3,0,1,1,2,61510,0,10,1,1.0,3,3,2,1,0,0
1148,0,1,1,0,1,0,2,23020,0,14,0,4.0,4,2,2,3,0,0
1149,1,0,2,2,1,3,2,23620,1,1,1,6.0,1,2,0,1,0,0
1150,0,0,3,1,1,6,1,178610,1,5,2,1.0,1,1,2,2,0,0
1151,0,0,2,0,1,1,2,191870,1,7,1,1.0,1,3,3,3,0,0
1152,1,1,2,2,1,1,3,197170,2,21,0,1.0,9,3,2,3,1,0
1153,1,1,0,2,1,1,5,35440,1,8,3,3.0,5,1,1,1,0,0
1154,1,1,4,2,0,5,2,85000,1,20,0,4.0,1,2,1,1,0,0
1155,0,1,3,0,2,1,2,46610,1,20,0,1.0,1,3,1,2,0,0
1156,0,2,1,2,1,2,5,41030,1,7,1,6.0,0,3,2,2,0,0
1157,0,0,3,0,1,2,2,42490,1,1,1,2.0,12,0,2,1,0,0
1158,0,2,2,0,1,1,2,140260,0,1,0,1.0,0,1,2,2,0,0
1159,1,1,2,0,1,2,2,68930,1,19,0,0.0,5,3,1,1,0,0
1160,1,1,3,2,1,2,3,61250,1,10,1,0.0,1,0,2,1,0,0
1161,0,1,3,1,1,1,2,36690,2,1,0,2.0,7,0,2,1,0,0
1162,0,2,2,2,1,5,2,100080,1,6,1,6.0,1,3,0,2,0,0
1163,0,1,1,2,0,0,1,23870,1,2,1,3.0,1,3,3,1,0,0
1164,0,1,1,2,1,2,1,46390,0,21,1,0.0,5,2,1,0,0,0
1165,0,1,2,0,1,0,2,78980,1,4,0,7.0,2,3,2,1,0,0
1166,0,0,0,5,2,2,2,25340,1,12,0,0.0,1,3,2,3,0,0
1167,1,0,2,2,1,2,2,131420,1,9,2,1.0,0,1,2,1,1,0
1168,0,1,3,2,0,0,3,16110,1,3,0,0.0,8,1,3,1,0,0
1169,0,0,1,4,1,6,3,53630,1,3,0,1.0,4,2,1,1,0,0
1170,0,1,3,2,1,4,2,50710,1,1,1,8.0,0,0,3,2,0,0
1171,0,1,1,2,1,2,3,136950,1,1,0,0.0,2,1,1,1,0,0
1172,0,0,3,0,1,2,1,134020,1,4,1,7.0,1,0,3,1,0,0
1173,1,1,3,2,0,4,2,20290,1,20,1,3.0,1,1,2,1,0,0
1174,0,1,2,0,1,8,2,63770,1,18,2,1.0,5,2,3,1,0,0
1175,1,1,2,0,1,2,4,54290,1,1,1,1.0,6,2,3,1,0,0
1176,1,2,3,2,1,6,2,27850,1,2,0,0.0,0,0,2,2,1,0
1177,0,2,3,1,1,8,1,46140,0,2,1,2.0,0,0,3,2,0,0
1178,1,0,0,0,1,7,1,26100,1,8,0,6.0,1,1,3,1,0,0
1179,0,0,4,2,0,1,3,66870,1,10,3,1.0,1,2,0,1,0,0
1180,1,0,3,0,1,4,2,47240,0,3,1,2.0,1,3,3,2,0,0
1181,1,1,3,0,1,6,2,61790,2,2,0,1.0,1,3,0,2,0,1
1182,1,1,2,0,1,5,2,61200,1,24,0,0.0,3,0,3,1,0,0
1183,0,2,0,2,1,2,2,105960,2,16,0,7.0,0,3,1,1,0,0
1184,0,2,0,0,1,2,1,54670,0,8,0,1.0,1,2,2,2,1,0
1185,0,1,3,2,1,7,2,29960,1,9,0,9.0,2,0,3,3,1,1
1186,0,1,0,0,1,1,3,99980,1,17,2,5.0,4,0,2,2,1,0
1187,0,1,3,1,0,2,2,40780,1,10,1,8.0,9,3,2,0,1,1
1188,1,1,3,0,1,0,1,109200,1,13,1,0.0,0,0,1,1,0,0
1189,1,1,2,2,0,5,1,62320,1,1,1,1.0,1,3,2,1,0,0
1190,1,2,0,2,0,3,1,132470,0,1,0,1.0,11,3,3,2,0,0
1191,0,2,4,2,1,0,1,40810,1,1,0,2.0,0,2,1,1,0,0
1192,1,0,3,0,0,1,2,57690,1,9,0,1.0,1,3,0,1,0,0
1193,1,0,2,2,1,0,2,23940,1,16,1,1.0,1,2,3,1,0,0
1194,0,1,2,2,1,7,3,39040,1,23,0,1.0,1,0,3,1,1,0
1195,1,2,1,0,0,5,2,167990,2,4,1,7.0,0,1,2,1,0,1
1197,0,0,2,0,0,5,1,36290,1,24,1,8.0,0,3,2,1,0,0
1199,0,1,1,0,0,6,2,32290,2,7,0,1.0,0,2,2,3,1,0
1200,0,1,3,0,1,8,1,35780,1,17,1,2.0,0,2,2,1,0,0
1201,0,1,0,0,2,1,2,79880,1,14,0,1.0,1,2,3,1,0,0
1202,0,1,2,2,1,2,3,42840,1,1,0,4.0,0,3,1,1,0,0
1203,0,0,2,2,1,7,2,75530,1,5,0,1.0,0,3,0,0,0,0
1204,0,2,2,2,1,1,1,173280,1,17,2,4.0,2,3,0,1,0,1
1205,0,1,2,2,0,2,2,197010,1,25,0,0.0,9,1,3,2,0,0
1206,1,0,3,0,1,2,4,147320,0,8,0,0.0,1,1,0,1,0,0
1207,0,0,3,2,1,8,2,92780,1,11,0,0.0,0,3,2,1,1,0
1208,0,1,0,4,1,2,1,13590,2,5,0,4.0,0,2,3,1,0,0
1209,1,1,0,2,1,1,1,47790,1,2,2,4.0,1,3,0,1,0,0
1210,0,1,1,2,1,5,1,164220,1,8,1,1.0,0,1,1,1,1,0
1211,0,1,0,2,1,0,3,29960,2,6,1,2.0,0,3,1,2,0,0
1212,1,1,2,2,0,2,1,12610,1,4,1,2.0,1,1,2,3,0,0
1213,1,0,1,0,1,1,1,20990,1,7,1,8.0,0,1,3,0,0,1
1214,1,1,3,0,0,6,2,58100,2,1,1,1.0,1,2,1,1,1,0
1215,0,0,2,0,1,2,1,56470,1,2,0,6.0,0,3,2,1,0,1
1216,0,1,1,2,1,1,2,34200,2,10,0,1.0,3,3,2,1,0,0
1217,1,1,3,2,0,6,4,44000,1,5,1,9.0,2,0,1,1,0,0
1218,1,0,1,2,1,1,2,35000,2,9,1,0.0,3,3,3,2,0,0
1219,1,1,1,3,0,7,5,20660,1,2,1,4.0,0,2,0,2,0,0
1220,0,2,3,2,1,5,2,171690,1,11,2,1.0,0,3,2,1,0,0
1221,0,0,3,0,0,0,2,41620,2,18,1,0.0,1,3,2,1,0,0
1222,0,1,2,0,1,2,1,92040,1,7,1,6.0,7,2,2,2,1,0
1223,0,1,3,5,2,8,2,32940,1,3,0,0.0,0,0,1,1,0,0
1224,0,0,3,0,0,5,2,21270,1,29,1,0.0,0,3,2,1,0,0
1226,0,2,2,4,1,5,1,107930,1,28,3,0.0,1,1,3,1,0,0
1227,0,0,3,0,1,4,5,100960,1,1,0,5.0,0,2,2,1,0,1
1228,1,2,1,0,1,5,4,36460,1,16,0,1.0,8,1,0,1,0,0
1229,1,2,2,5,2,4,2,74460,1,22,0,0.0,0,0,1,2,0,0
1230,1,2,2,0,1,2,3,108510,0,8,1,1.0,0,3,3,2,0,0
1231,0,1,2,2,1,8,2,21090,1,11,0,2.0,3,0,3,1,0,0
1232,1,0,2,0,1,6,1,37220,1,29,0,5.0,1,3,3,1,0,0
1233,0,2,4,0,1,1,3,93800,0,1,0,0.0,1,0,2,2,0,0
1234,0,0,2,0,1,4,1,54860,1,1,1,7.0,0,2,0,1,0,1
1235,0,0,2,3,0,1,4,27420,1,24,1,0.0,2,0,1,1,0,0
1236,0,0,2,0,0,6,2,137570,1,2,1,1.0,0,2,3,1,0,0
1237,1,0,1,3,0,1,2,84630,1,15,0,2.0,1,1,0,1,0,1
1238,0,2,0,0,0,3,5,31620,1,2,0,4.0,4,2,2,2,0,0
1239,1,0,2,2,1,6,2,165980,2,10,0,1.0,6,1,0,1,0,1
1240,0,1,2,4,1,5,2,66510,1,10,0,0.0,4,2,1,1,1,0
1241,1,1,0,0,1,6,1,23450,1,3,2,3.0,5,0,3,1,0,0
1242,1,0,2,0,0,1,1,34200,1,2,2,3.0,2,1,0,2,0,0
1243,0,0,2,2,0,6,1,43730,1,3,0,4.0,0,2,3,1,0,0
1244,0,1,2,0,2,0,5,47590,1,26,0,2.0,1,3,3,3,1,0
1245,1,0,3,4,1,1,1,53010,1,1,1,1.0,1,3,2,1,0,0
1246,0,1,3,2,2,2,1,36730,1,1,1,3.0,0,3,3,3,0,1
1247,0,1,4,5,2,2,3,47680,1,2,1,2.0,2,1,3,2,0,1
1248,1,2,4,4,0,4,1,12740,1,9,0,1.0,1,3,2,2,0,0
1249,0,1,3,2,1,4,1,49000,1,12,0,1.0,0,0,2,1,0,1
1250,0,1,3,3,0,6,3,104660,1,2,0,1.0,2,3,3,1,0,0
1251,1,1,0,0,1,2,4,170070,1,25,1,9.0,0,1,0,3,0,0
1252,0,1,1,3,0,3,4,29090,2,9,0,2.0,1,2,0,1,0,0
1253,0,2,0,2,1,1,1,57650,1,10,1,1.0,0,2,3,1,0,0
1254,1,2,1,3,0,1,3,45990,1,8,1,1.0,0,3,0,1,0,0
1255,0,0,2,3,0,8,2,24040,1,4,0,1.0,0,0,2,2,0,1
1256,0,0,2,0,0,0,4,31720,2,24,1,1.0,1,3,2,1,1,0
1257,0,0,3,2,1,1,1,20330,2,1,1,1.0,3,2,3,1,0,0
1258,0,1,3,3,0,2,2,102090,1,20,1,1.0,15,1,2,1,0,1
1259,1,0,1,4,1,1,1,86200,0,7,1,0.0,8,1,2,1,0,0
1260,1,1,2,0,1,2,3,20640,1,17,0,4.0,0,1,1,1,0,0
1262,1,1,3,2,1,1,3,38380,1,8,1,1.0,0,3,3,1,0,0
1263,1,0,3,4,1,2,1,45910,1,2,0,9.0,0,0,2,1,0,1
1264,0,0,0,2,1,2,1,25610,1,10,1,1.0,2,2,2,2,1,1
1265,1,2,0,2,1,1,3,15630,1,1,2,5.0,1,1,0,2,0,0
1266,1,1,3,4,1,6,3,48980,0,5,2,2.0,2,2,0,1,0,0
1267,1,1,3,0,1,2,3,47890,1,4,1,7.0,0,2,3,2,1,0
1268,1,0,3,0,0,3,1,31800,2,29,1,1.0,8,0,3,1,0,0
1269,0,1,2,2,1,6,3,65490,2,15,0,1.0,1,1,0,2,1,0
1270,1,1,1,0,2,5,1,63880,1,3,0,3.0,2,2,0,1,0,0
1271,1,2,1,0,0,1,2,112440,1,10,1,3.0,1,3,3,2,0,0
1272,0,2,2,3,0,3,4,160320,1,4,0,1.0,0,0,2,3,0,0
1273,0,1,2,1,1,2,2,23620,1,21,0,1.0,7,0,3,1,0,0
1274,0,0,2,2,1,6,2,163280,2,25,3,1.0,9,3,3,1,0,0
1275,1,2,3,3,0,1,4,83760,1,2,3,5.0,13,1,2,2,0,0
1276,0,0,2,4,1,5,1,166060,1,1,0,7.0,7,0,0,2,0,0
1277,1,2,1,3,0,2,2,86060,1,1,2,1.0,12,2,2,1,0,0
1278,0,2,2,2,1,1,3,22720,1,7,1,2.0,0,3,2,1,0,0
1279,1,0,2,0,1,5,2,20180,2,3,0,1.0,0,1,1,1,0,0
1280,1,2,1,2,1,2,1,70830,1,1,1,2.0,0,1,0,1,0,0
1281,1,1,2,1,2,7,2,40840,2,9,1,4.0,1,1,0,2,0,0
1282,0,1,1,0,0,5,4,144110,1,7,3,0.0,0,3,2,2,0,1
1283,0,0,3,0,1,1,3,23080,2,10,1,7.0,1,0,2,2,0,0
1284,1,1,3,0,1,7,1,48410,1,28,0,0.0,0,2,1,1,0,0
1285,1,0,1,2,1,2,3,42850,1,3,1,1.0,1,2,1,1,1,0
1286,0,1,3,0,0,6,2,97150,1,3,1,1.0,0,1,1,1,0,0
1287,0,1,2,0,1,7,2,43200,1,2,0,3.0,0,1,3,1,0,0
1288,1,0,2,2,1,4,2,21320,1,27,0,1.0,1,2,3,1,0,0
1289,0,0,3,2,1,0,2,101240,1,2,1,0.0,2,2,0,1,0,0
1290,1,1,2,5,2,2,1,54730,1,14,0,4.0,0,3,0,3,0,0
1291,1,0,2,0,1,2,3,52070,1,1,3,4.0,0,0,2,3,0,0
1292,0,2,2,2,1,8,3,164370,1,9,1,8.0,0,1,1,1,0,0
1293,0,1,2,0,0,3,4,22960,1,18,1,1.0,3,3,3,2,0,0
1294,1,0,3,0,1,3,3,40690,1,20,0,1.0,0,1,2,1,0,0
1295,1,1,2,0,1,5,2,74410,1,2,1,3.0,1,0,3,1,0,0
1296,0,2,0,3,0,5,2,24300,0,11,2,7.0,1,1,3,1,0,0
1297,0,1,1,2,1,1,1,58780,1,8,0,1.0,1,0,1,1,0,0
1298,0,0,0,2,2,2,2,26440,1,2,1,4.0,0,3,3,2,0,0
1299,0,2,2,2,1,5,2,64390,1,10,3,3.0,0,2,0,1,1,0
1300,1,1,3,0,1,6,5,24510,1,29,0,3.0,0,3,3,1,0,0
1301,0,1,1,4,0,7,1,63920,1,8,1,1.0,10,2,3,1,1,0
1302,1,0,1,2,0,1,2,97140,1,1,0,1.0,4,2,3,1,1,1
1303,0,1,2,2,1,0,1,60770,2,6,2,1.0,11,2,1,2,0,0
1304,1,0,3,0,1,7,5,24500,1,8,1,0.0,1,2,3,0,0,0
1305,0,2,2,0,1,6,1,92500,1,9,3,1.0,2,2,1,2,0,0
1306,0,1,0,2,1,5,1,20740,2,12,1,2.0,9,2,0,2,0,0
1307,0,0,2,3,0,1,1,101690,1,15,0,1.0,5,1,2,1,0,0
1308,1,1,0,2,1,5,1,48550,1,25,1,9.0,0,0,2,0,1,0
1309,0,1,1,3,0,1,2,40870,1,6,3,0.0,0,0,2,2,1,0
1310,0,1,3,2,0,5,2,23670,0,9,0,1.0,0,1,2,3,0,0
1311,0,0,3,0,1,2,2,29720,1,8,0,0.0,1,3,2,2,0,0
1312,1,1,1,2,1,1,1,195860,0,23,0,4.0,1,1,1,3,0,0
1314,1,0,1,5,2,7,1,20610,1,12,1,1.0,0,3,0,1,0,0
1315,1,0,3,0,0,0,2,99240,2,4,0,1.0,1,3,3,1,1,1
1316,0,0,3,1,1,5,4,41980,1,1,1,1.0,2,0,2,1,1,0
1317,0,2,1,0,0,1,1,68150,0,24,1,5.0,0,2,3,3,1,0
1318,0,1,1,0,1,2,2,47230,0,12,0,9.0,2,2,3,1,0,0
1319,0,1,3,2,1,1,4,61420,2,3,2,3.0,0,0,1,2,0,0
1320,0,0,0,3,0,4,2,82370,1,10,0,1.0,0,2,2,1,0,1
1321,0,1,2,4,1,5,1,88530,1,26,1,1.0,2,3,3,1,1,0
1322,0,0,0,0,1,7,1,193310,1,2,1,1.0,0,1,3,1,0,0
1323,1,0,2,0,1,2,1,20730,2,1,1,3.0,12,0,0,2,0,0
1325,0,0,2,0,1,5,1,196130,0,9,0,2.0,4,3,3,1,0,0
1326,0,1,0,0,1,5,2,34070,1,2,1,0.0,1,1,2,1,0,0
1327,1,2,2,3,0,7,2,50630,1,4,1,6.0,0,2,1,1,0,0
1328,0,0,0,4,0,5,1,46390,1,6,2,2.0,1,2,3,1,0,0
1329,0,0,1,2,0,0,2,48760,1,9,1,2.0,5,2,0,1,1,0
1330,0,1,2,2,2,1,1,26900,2,7,0,0.0,2,1,3,1,0,0
1331,1,2,2,2,1,6,2,175670,1,1,0,5.0,0,0,3,1,0,0
1332,0,1,3,0,1,2,1,24080,2,3,1,1.0,4,2,3,3,0,0
1333,1,2,2,0,1,0,3,28140,2,10,0,1.0,0,0,2,2,1,0
1334,0,1,2,0,0,2,2,112450,0,7,0,0.0,0,2,1,3,1,0
1335,0,1,2,0,1,5,2,33120,1,15,0,9.0,4,1,1,1,0,1
1336,1,0,1,1,1,7,2,190490,1,3,1,7.0,15,0,2,1,0,0
1337,1,1,3,4,1,2,3,21410,1,2,0,4.0,7,1,2,2,1,1
1338,1,1,2,2,0,8,2,57690,1,17,0,1.0,4,2,1,2,0,0
1339,1,1,1,2,0,1,1,43850,1,2,1,1.0,15,3,3,2,0,1
1340,0,0,1,0,1,8,1,53320,1,5,1,1.0,0,3,2,2,1,1
1341,0,1,3,4,0,2,1,46630,1,29,1,0.0,2,2,3,1,0,0
1342,1,1,2,0,1,2,1,47240,1,2,1,1.0,5,2,0,2,0,0
